#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2015,,33903,Tasa ocupación de terrenos uso público con soportes publicitarios,147000.0,,147000.0,141033.94
2015,,33904,Otras ocupaciones de terrenos de uso público,65000.0,,65000.0,1174.09
2015,,34100,Programa Ayuda a Domicilio,140000.0,,140000.0,35951.97
2015,,34101,Comedor para Desempleados,6000.0,,6000.0,1839.0
2015,,34102,Servicios de sanidad y atención a animales abandonados,15200.0,,15200.0,3472.66
2015,,34103,Servicio teleasistencia,35000.0,,35000.0,18666.0
2015,,34104,Servicio comida a domicilio,45000.0,,45000.0,17965.26
2015,,34105,Alojamiento para Mayores válidos Juan XXIII,,,,9663.7
2015,,34200,Precio Público apertura de colegios en días no lectivos,90000.0,,90000.0,
2015,,34202,Precio Público por derechos de matrícula y de examen del Conservatorio Municipal,155000.0,,155000.0,
2015,,34300,Actividades Deportivas,655881.0,,655881.0,143766.88
2015,,34301,Campus deportivo,31000.0,,31000.0,
2015,,34302,Piscinas,263110.0,,263110.0,1348.27
2015,,34303,Campeonatos Municipales,15775.0,,15775.0,3384.48
2015,,34304,Alquiler instalaciones deportivas,100900.0,,100900.0,7093.95
2015,,34400,Precio Público por la prestación de Servicios Culturales,270770.0,,270770.0,36764.0
2015,,34900,Programas Área de Juventud,25000.0,,25000.0,
2015,,34901,Otros Precios Públicos diversos,141647.0,,141647.0,10573.36
2015,,38900,Reintegros Presupuestos Cerrados,400000.0,,400000.0,2048.11
2015,,38902,Obras o Instalaciones a cargo de particulares,30000.0,,30000.0,
2015,,38903,Reintegro por Transporte Tercera Edad,10000.0,,10000.0,244.0
2015,,39100,Multas por infracciones urbanísticas,250000.0,,250000.0,
2015,,39110,Multas por infracciones tributarias y análogas,1300000.0,,1300000.0,67894.7
2015,,39120,Multas por infracciones de la Ordenanza de circulación,1500000.0,,1500000.0,639170.52
2015,,39190,Otras multas y sanciones,1000000.0,,1000000.0,273248.05
2015,,39211,Recargo de apremio,900000.0,,900000.0,528837.78
2015,,39300,Intereses de demora,1000000.0,,1000000.0,315775.89
2015,,39700,Canon por aprovechamientos urbanísticos,3454900.0,,3454900.0,
2015,,39900,Otros ingresos varios,55000.0,,55000.0,19220.52
2015,,39901,Recursos eventuales,1100.0,,1100.0,
2015,,39902,Recogida selectiva de Residuos Sólidos Envases,505000.0,,505000.0,223621.85
2015,,39903,Recogida Selectiva Papel y Cartón,117500.0,,117500.0,43912.21
2015,,39905,Energía solar fotovoltaica,2000.0,,2000.0,2323.07
2015,,39906,Convenio residuos eléctricos y electrónicos,10000.0,,10000.0,3235.34
2015,,39907,Recogida selectiva de vidrio,14500.0,,14500.0,4236.89
2015,,42010,Fondo Complementario de Financiación,46909800.0,,46909800.0,23454897.34
2015,,42090,Otras transferencias corrientes de la Administración General del Estado,,,,39444.03
2015,,42091,Programa tratamiento de la drogodependencia,35000.0,,35000.0,
2015,,42190,De otros Organismos Autónomos y Agencias,,,,2230.55
2015,,45002,Transferencias corrientes en cump,3261688.53,,3261688.53,617813.68
2015,,45030,Transferencias corrientes en cump,1362669.19,,1362669.19,37724.49
2015,,45060,Otras transferencias corrientes c,46720.0,,46720.0,53909.0
2015,,45081,Otras subvenciones corrientes de,6311484.0,,6311484.0,1051914.0
2015,,46700,De Consorcios. Transferencias,,1270146.07,1270146.07,1270146.07
2015,,47000,De Empresas privadas,,995.0,995.0,995.0
2015,,47001,De Empresas Objeto de Control de Calidad,157795.11,27438.54,185233.65,131548.74
2015,,51400,"De sociedades mercantiles, entidades públicas empresariales y otros organismos p",541082.72,,541082.72,33042.61
2015,,52000,Intereses de depósitos,1000.0,,1000.0,9.74
2015,,53701,De empresas privadas - Canal Isabel II,700000.0,,700000.0,
2015,,54100,Producto de arrendamiento de fincas urbanas,,,,19818.0
2015,,55000,Concesiones administrativas con contraprestación  periódica,949718.42,,949718.42,266657.43
2015,,55100,Concesiones administrativas con contraprestación no periódica,1100.0,,1100.0,
2015,,55200,Derecho de superficie con contraprestación periódica,393408.67,,393408.67,
2015,,60000,Venta de Solares,1360000.0,,1360000.0,
2015,,60301,Enajenación del suelo procedente de aprovechamientos en desarrollo,4388000.0,,4388000.0,
2015,,61900,Enajenación de otras inversiones,4694010.0,,4694010.0,103305.42
2015,,75100,SEIS Municipal. Subvención UNESPA,550000.0,,550000.0,
2015,,78000,Aportaciones de particulares. Obras de Urbanización Pinares Llanos,,,,
2015,,78003,AOS-8 Plaza Pradillo,3500000.0,,3500000.0,
2015,,79101,Del Fondo de Desarrollo Regional,3713563.5,,3713563.5,
2015,,82030,Reintegro Prestamos Empresas Publicas Municipales IMS/EMA RD Ley 4/2012,1260526.6,,1260526.6,
2015,,83000,Reintegros de préstamos de fuera,150000.0,,150000.0,74824.59
2015,,83001,Anticipos Reintegrables,,,,1583.05
2015,,87010,Para gastos con financiación afectada,,1046638.14,1046638.14,
2015,,91300,Préstamos recibidos a largo plazo de entes de fuera del sector público,,5000000.0,5000000.0,
