#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales
10.0,9311.0,13002.0,Otras remuneraciones,10.0,9.0,1.0,12495.18
10.0,9311.0,16000.0,"Presupuestos, Contabilidad y Gestión Financiera Seguridad Social",10.0,9.0,1.0,168760.34
10.0,9311.0,22000.0,Ordinario no inventariable,10.0,9.0,2.0,750.0
10.0,9311.0,22603.0,Publicación en Diarios Oficiales,10.0,9.0,2.0,1000.0
10.0,9311.0,22706.0,Estudios y trabajos técnicos,10.0,9.0,2.0,75000.0
10.0,9311.0,35200.0,Intereses de demora,10.0,9.0,3.0,
10.0,9312.0,12000.0,Sueldos del Grupo A1,10.0,9.0,1.0,31053.4
10.0,9312.0,12003.0,Sueldos del Grupo C1,10.0,9.0,1.0,18469.78
10.0,9312.0,12004.0,Sueldos del Grupo C2,10.0,9.0,1.0,33893.58
10.0,9312.0,12006.0,Trienios,10.0,9.0,1.0,17100.02
10.0,9312.0,12100.0,Complemento de destino,10.0,9.0,1.0,54173.57
10.0,9312.0,12101.0,Complemento específico,10.0,9.0,1.0,157697.85
10.0,9312.0,13000.0,Retribuciones básicas,10.0,9.0,1.0,92455.3
10.0,9312.0,13002.0,Otras remuneraciones,10.0,9.0,1.0,6781.1
10.0,9312.0,16000.0,Fiscalización Seguridad Social,10.0,9.0,1.0,100510.95
10.0,9312.0,22000.0,Ordinario no inventariable,10.0,9.0,2.0,1000.0
10.0,9312.0,22001.0,"Prensa, revistas, libros y otras publicaciones",10.0,9.0,2.0,1000.0
10.0,9321.0,12000.0,Sueldos del Grupo A1,10.0,9.0,1.0,93160.2
10.0,9321.0,12001.0,Sueldos del Grupo A2,10.0,9.0,1.0,55313.97
10.0,9321.0,12003.0,Sueldos del Grupo C1,10.0,9.0,1.0,403.21
10.0,9321.0,12004.0,Sueldos del Grupo C2,10.0,9.0,1.0,42954.24
10.0,9321.0,12006.0,Trienios,10.0,9.0,1.0,29373.68
10.0,9321.0,12100.0,Complemento de destino,10.0,9.0,1.0,104835.56
10.0,9321.0,12101.0,Complemento específico,10.0,9.0,1.0,206613.57
10.0,9321.0,13000.0,Retribuciones básicas,10.0,9.0,1.0,780677.21
10.0,9321.0,13002.0,Otras remuneraciones,10.0,9.0,1.0,53764.85
10.0,9321.0,13100.0,Gestión tributaria y recaudación Laboral Temporal,10.0,9.0,1.0,52152.89
10.0,9321.0,13102.0,Gestión tributaria y recaudación Otras remuneraciones,10.0,9.0,1.0,1936.25
10.0,9321.0,16000.0,Gestión tributaria y recaudación Seguridad Social,10.0,9.0,1.0,408659.61
10.0,9321.0,22000.0,Ordinario no inventariable,10.0,9.0,2.0,30000.0
10.0,9321.0,22201.0,Postales,10.0,9.0,2.0,680000.0
10.0,9321.0,22602.0,Publicidad y propaganda,10.0,9.0,2.0,2000.0
10.0,9321.0,22603.0,Publicación en Diarios Oficiales,10.0,9.0,2.0,20000.0
10.0,9321.0,22605.0,Gastos de comunidad de propietarios,10.0,9.0,2.0,1000.0
10.0,9321.0,22706.0,Estudios y trabajos técnicos,10.0,9.0,2.0,100000.0
10.0,9321.0,22799.0,Otros trabajos realizados por otras empresas y profesionales,10.0,9.0,2.0,150000.0
10.0,9321.0,48927.0,Otras Transferencias,10.0,9.0,4.0,143787.88
10.0,9321.0,62500.0,Gestión tributaria y recaudación Mobiliario,10.0,9.0,6.0,15000.0
10.0,9321.0,62602.0,Equipos ofimáticos,10.0,9.0,6.0,15000.0
10.0,9322.0,12000.0,Sueldos del Grupo A1,10.0,9.0,1.0,31053.4
10.0,9322.0,12006.0,Trienios,10.0,9.0,1.0,5145.14
10.0,9322.0,12100.0,Complemento de destino,10.0,9.0,1.0,19814.48
10.0,9322.0,12101.0,Complemento específico,10.0,9.0,1.0,43047.06
10.0,9322.0,13000.0,Tribunal Económico Administrativo de Móstoles Retribuciones básicas,10.0,9.0,1.0,22699.74
10.0,9322.0,13002.0,Tribunal Económico Administrativo de Móstoles Otras remuneraciones,10.0,9.0,1.0,1084.26
10.0,9322.0,16000.0,Tribunal Económico Administrativo de Móstoles Seguridad Social,10.0,9.0,1.0,29508.55
10.0,9322.0,22000.0,Ordinario no inventariable,10.0,9.0,2.0,200.0
10.0,9322.0,22001.0,"Prensa, revistas, libros y otras publicaciones",10.0,9.0,2.0,200.0
10.0,9322.0,22606.0,"Reuniones, conferencias y cursos",10.0,9.0,2.0,1400.0
10.0,9322.0,23005.0,Dietas Tribunal Económico Administrativo,10.0,9.0,2.0,18000.0
10.0,9341.0,12000.0,Sueldos del Grupo A1,10.0,9.0,1.0,38816.75
10.0,9341.0,12004.0,Sueldos del Grupo C2,10.0,9.0,1.0,16779.0
10.0,9341.0,12006.0,Trienios,10.0,9.0,1.0,12517.4
10.0,9341.0,12100.0,Complemento de destino,10.0,9.0,1.0,32946.62
10.0,9341.0,12101.0,Complemento específico,10.0,9.0,1.0,70478.24
10.0,9341.0,13000.0,Retribuciones básicas,10.0,9.0,1.0,134084.44
10.0,9341.0,13001.0,Tesorería Horas extraordinarias,10.0,9.0,1.0,994.0
10.0,9341.0,13002.0,Otras remuneraciones,10.0,9.0,1.0,12526.24
10.0,9341.0,16000.0,Tesorería Seguridad Social,10.0,9.0,1.0,91572.49
10.0,9341.0,21300.0,"Maquinaria, instalaciones técnicas y utillaje",10.0,9.0,2.0,300.0
10.0,9341.0,22000.0,Ordinario no inventariable,10.0,9.0,2.0,750.0
10.0,9341.0,22001.0,"Prensa, revistas, libros y otras publicaciones",10.0,9.0,2.0,300.0
10.0,9341.0,35200.0,Tesorería Intereses de demora,10.0,9.0,3.0,726600.0
10.0,9341.0,35900.0,Otros gastos financieros,10.0,9.0,3.0,200000.0
10.0,9341.0,94100.0,Tesorería Devolución de fianzas,10.0,9.0,9.0,60000.0
10.0,9342.0,12000.0,Unidad de Sanciones Sueldos del Grupo A1,10.0,9.0,1.0,15526.7
10.0,9342.0,12004.0,Unidad de Sanciones Sueldos del Grupo C2,10.0,9.0,1.0,10067.4
10.0,9342.0,12006.0,Unidad de Sanciones Trienios,10.0,9.0,1.0,2543.1
10.0,9342.0,12100.0,Unidad de Sanciones Complemento de destino,10.0,9.0,1.0,13285.07
10.0,9342.0,12101.0,Unidad de Sanciones Complemento específico,10.0,9.0,1.0,26735.81
10.0,9342.0,13000.0,Unidad de Sanciones Retribuciones básicas,10.0,9.0,1.0,121157.68
10.0,9342.0,13002.0,Unidad de Sanciones Otras remuneraciones,10.0,9.0,1.0,5516.02
10.0,9342.0,16000.0,Unidad de Sanciones Seguridad Social,10.0,9.0,1.0,56464.4
10.0,9342.0,22000.0,Unidad de Sanciones Ordinario no inventariable,10.0,9.0,2.0,750.0
10.0,9342.0,22603.0,Unidad de Sanciones Publicación en Diarios Oficiales,10.0,9.0,2.0,90000.0
10.0,9342.0,22799.0,Unidad de Sanciones Otros trabajos realizados por otras empresas y profesionales,10.0,9.0,2.0,2100.0
11.0,2411.0,12000.0,Sueldos del Grupo A1,11.0,2.0,1.0,621.07
11.0,2411.0,12100.0,Complemento de destino,11.0,2.0,1.0,326.44
11.0,2411.0,12101.0,Complemento específico,11.0,2.0,1.0,551.39
11.0,2411.0,13000.0,Retribuciones básicas,11.0,2.0,1.0,53938.28
11.0,2411.0,13002.0,Otras remuneraciones,11.0,2.0,1.0,2263.24
11.0,2411.0,16000.0,Promoción Económica Seguridad Social,11.0,2.0,1.0,16752.4
11.0,2411.0,22000.0,Promoción Económica Ordinario no inventariable,11.0,2.0,2.0,1000.0
11.0,2411.0,44001.0,Empresa Municipal de Promoción Económica (EMPESA),11.0,2.0,4.0,2305000.0
11.0,2414.0,14300.0,Promoción del empleo Otro personal,11.0,2.0,1.0,340000.0
11.0,2414.0,16000.0,Promoción del empleo Seguridad Social,11.0,2.0,1.0,15012.27
11.0,2414.0,48008.0,Promoción del empleo Plan de Colaboradores Sociales,11.0,2.0,4.0,35000.0
12.0,2111.0,15000.0,Productividad,12.0,2.0,1.0,1270000.0
12.0,2111.0,15100.0,Gratificaciones,12.0,2.0,1.0,50000.0
12.0,2111.0,15400.0,"Fondo homologación, vertebración y v.p.t.",12.0,2.0,1.0,15000.0
12.0,2111.0,15500.0,Modernización,12.0,2.0,1.0,40000.0
12.0,2111.0,15600.0,Ajustes técnicos,12.0,2.0,1.0,40000.0
12.0,2111.0,16104.0,Indemnizaciones al personal laboral por jubilaciones anticipadas,12.0,2.0,1.0,35000.0
12.0,2111.0,16108.0,Indemnizaciones por jubilaciones anticipadas personal funcionario,12.0,2.0,1.0,100000.0
12.0,2111.0,16200.0,Formación y perfeccionamiento del personal,12.0,2.0,1.0,170000.0
12.0,2111.0,16202.0,Transporte de personal,12.0,2.0,1.0,15000.0
12.0,2111.0,16204.0,Acción social,12.0,2.0,1.0,350000.0
12.0,2111.0,16205.0,Seguros,12.0,2.0,1.0,85000.0
12.0,2111.0,16400.0,Pensiones y otras prestaciones económicas Complemento familiar,12.0,2.0,1.0,95014.21
12.0,2111.0,83000.0,Pagas anticipadas y demás préstamos al personal,12.0,2.0,8.0,150000.0
12.0,9224.0,12003.0,Recursos Humanos Sueldos del Grupo C1,12.0,9.0,1.0,806.42
12.0,9224.0,12005.0,Sueldos del Grupo E,12.0,9.0,1.0,24264.3
12.0,9224.0,12006.0,Trienios,12.0,9.0,1.0,6223.14
12.0,9224.0,12100.0,Complemento de destino,12.0,9.0,1.0,12941.3
12.0,9224.0,12101.0,Complemento específico,12.0,9.0,1.0,28766.33
12.0,9224.0,13000.0,Retribuciones básicas,12.0,9.0,1.0,1911222.73
12.0,9224.0,13001.0,Horas extraordinarias,12.0,9.0,1.0,2478.42
12.0,9224.0,13002.0,Otras remuneraciones,12.0,9.0,1.0,149488.43
12.0,9224.0,13100.0,Recursos Humanos Laboral Temporal,12.0,9.0,1.0,74846.24
12.0,9224.0,13102.0,Recursos Humanos Otras remuneraciones,12.0,9.0,1.0,1736.98
12.0,9224.0,16000.0,Seguridad Social,12.0,9.0,1.0,687878.54
12.0,9224.0,21300.0,"Recursos Humanos Maquinaria, instalaciones técnicas y utillaje",12.0,9.0,2.0,1000.0
12.0,9224.0,22000.0,Ordinario no inventariable,12.0,9.0,2.0,3000.0
12.0,9224.0,22001.0,"Prensa, revistas, libros y otras publicaciones",12.0,9.0,2.0,2000.0
12.0,9224.0,22104.0,Vestuario,12.0,9.0,2.0,6000.0
12.0,9224.0,22601.0,Atenciones protocolarias y representativas,12.0,9.0,2.0,20000.0
12.0,9224.0,22602.0,Publicidad y propaganda,12.0,9.0,2.0,1000.0
12.0,9224.0,22603.0,Publicación en Diarios Oficiales,12.0,9.0,2.0,3500.0
12.0,9224.0,22604.0,"Recursos Humanos Jurídicos, contenciosos",12.0,9.0,2.0,1000.0
12.0,9224.0,22706.0,Estudios y trabajos técnicos,12.0,9.0,2.0,9000.0
12.0,9224.0,23003.0,Dietas por asistencia a tribunales,12.0,9.0,2.0,3000.0
12.0,9224.0,23010.0,Del personal directivo,12.0,9.0,2.0,400.0
12.0,9224.0,23110.0,Recursos Humanos Del personal directivo,12.0,9.0,2.0,400.0
12.0,9224.0,23120.0,Del personal no directivo,12.0,9.0,2.0,400.0
12.0,9224.0,48905.0,Otras transferencias,12.0,9.0,4.0,5745.0
12.0,9225.0,13000.0,Retribuciones básicas,12.0,9.0,1.0,145816.8
12.0,9225.0,13002.0,Otras remuneraciones,12.0,9.0,1.0,21007.3
12.0,9225.0,16000.0,Salud Laboral Seguridad Social,12.0,9.0,1.0,46832.42
12.0,9225.0,21300.0,"Maquinaria, instalaciones técnicas y utillaje",12.0,9.0,2.0,5000.0
12.0,9225.0,21500.0,Mobiliario,12.0,9.0,2.0,1.0
12.0,9225.0,22000.0,Ordinario no inventariable,12.0,9.0,2.0,700.0
12.0,9225.0,22001.0,"Prensa, revistas, libros y otras publicaciones",12.0,9.0,2.0,1000.0
12.0,9225.0,22106.0,Productos farmacéuticos y material sanitario,12.0,9.0,2.0,1740.0
12.0,9225.0,22799.0,Otros trabajos realizados por otras empresas y profesionales,12.0,9.0,2.0,84658.0
20.0,9122.0,11000.0,Presidencia Retribuciones básicas,20.0,9.0,1.0,31053.4
20.0,9122.0,11001.0,Presidencia Retribuciones complementarias,20.0,9.0,1.0,76018.6
20.0,9122.0,12003.0,Presidencia Sueldos del Grupo C1,20.0,9.0,1.0,403.21
20.0,9122.0,12004.0,Sueldos del Grupo C2,20.0,9.0,1.0,671.16
20.0,9122.0,12006.0,Presidencia.Trienios,20.0,9.0,1.0,
20.0,9122.0,12100.0,Complemento de destino,20.0,9.0,1.0,562.7
20.0,9122.0,12101.0,Complemento específico,20.0,9.0,1.0,1219.34
20.0,9122.0,13000.0,Retribuciones básicas,20.0,9.0,1.0,114146.9
20.0,9122.0,13002.0,Otras remuneraciones,20.0,9.0,1.0,4715.92
20.0,9122.0,16000.0,Presidencia Seguridad Social,20.0,9.0,1.0,64267.25
20.0,9122.0,20300.0,"Arrendamientos de maquinaria, instalación y utillaje",20.0,9.0,2.0,31000.0
20.0,9122.0,20400.0,Arrendamientos de material de transporte,20.0,9.0,2.0,8000.0
20.0,9122.0,21300.0,"Maquinaria, instalaciones técnicas y utillaje",20.0,9.0,2.0,19000.0
20.0,9122.0,21400.0,Elementos de transporte,20.0,9.0,2.0,1000.0
20.0,9122.0,21500.0,Mobiliario,20.0,9.0,2.0,500.0
20.0,9122.0,22000.0,Ordinario no inventariable,20.0,9.0,2.0,1000.0
20.0,9122.0,22001.0,"Prensa, revistas, libros y otras publicaciones",20.0,9.0,2.0,1200.0
20.0,9122.0,22106.0,Presidencia Productos farmacéuticos y material sanitario,20.0,9.0,2.0,100.0
20.0,9122.0,22110.0,Productos de limpieza y aseo,20.0,9.0,2.0,100.0
20.0,9122.0,22601.0,Atenciones protocolarias y representativas,20.0,9.0,2.0,20000.0
20.0,9122.0,22603.0,Publicación en Diarios Oficiales,20.0,9.0,2.0,1000.0
20.0,9122.0,22606.0,"Reuniones, conferencias y cursos",20.0,9.0,2.0,1000.0
20.0,9122.0,22699.0,Presidencia Otros gastos diversos,20.0,9.0,2.0,50000.0
20.0,9122.0,22706.0,Estudios y trabajos técnicos,20.0,9.0,2.0,20000.0
20.0,9122.0,22799.0,Otros trabajos realizados por otras empresas y profesionales,20.0,9.0,2.0,10000.0
20.0,9122.0,46600.0,F.E.M.P.-F.M.M.,20.0,9.0,4.0,28000.0
20.0,9123.0,10000.0,Retribuciones básicas,20.0,9.0,1.0,1468759.16
20.0,9123.0,11000.0,Retribuciones básicas,20.0,9.0,1.0,58726.5
20.0,9123.0,11001.0,Grupos Políticos Municipales Retribuciones complementarias,20.0,9.0,1.0,121989.98
20.0,9123.0,12006.0,Grupos Políticos Municipales.Trienios,20.0,9.0,1.0,
20.0,9123.0,16000.0,Grupos Políticos Municipales Seguridad Social,20.0,9.0,1.0,369323.5
20.0,9123.0,21300.0,"Maquinaria, instalaciones técnicas y utillaje",20.0,9.0,2.0,100.0
20.0,9123.0,21500.0,Mobiliario,20.0,9.0,2.0,100.0
20.0,9123.0,22000.0,Ordinario no inventariable,20.0,9.0,2.0,1000.0
20.0,9123.0,22001.0,"Prensa, revistas, libros y otras publicaciones",20.0,9.0,2.0,1000.0
20.0,9123.0,22601.0,Atenciones protocolarias y representativas,20.0,9.0,2.0,1000.0
20.0,9123.0,22606.0,"Reuniones, conferencias y cursos",20.0,9.0,2.0,1500.0
20.0,9123.0,23000.0,De los miembros de los órganos de gobierno,20.0,9.0,2.0,40000.0
20.0,9123.0,23010.0,Del personal directivo,20.0,9.0,2.0,100.0
20.0,9123.0,23100.0,De los miembros de los órganos de gobierno,20.0,9.0,2.0,1500.0
20.0,9223.0,12000.0,Archivo General Sueldos del Grupo A1,20.0,9.0,1.0,16147.77
20.0,9223.0,12006.0,Archivo General Trienios,20.0,9.0,1.0,6568.1
20.0,9223.0,12100.0,Archivo General Complemento de destino,20.0,9.0,1.0,8487.32
20.0,9223.0,12101.0,Archivo General Complemento específico,20.0,9.0,1.0,14336.07
20.0,9223.0,13000.0,Archivo General Retribuciones básicas,20.0,9.0,1.0,122215.42
20.0,9223.0,13002.0,Archivo General Otras remuneraciones,20.0,9.0,1.0,12451.22
20.0,9223.0,16000.0,Archivo General Seguridad Social,20.0,9.0,1.0,55300.64
20.0,9223.0,21300.0,"Archivo General Maquinaria, instalaciones técnicas y utillaje",20.0,9.0,2.0,300.0
20.0,9223.0,22000.0,Archivo General Ordinario no inventariable,20.0,9.0,2.0,1020.0
20.0,9223.0,22001.0,"Archivo General Prensa, revistas, libros y otras publicaciones",20.0,9.0,2.0,4440.0
20.0,9223.0,22704.0,"Archivo General Custodia, depósito y almacenaje",20.0,9.0,2.0,25000.0
20.0,9223.0,22799.0,Archivo General Otros trabajos realizados por otras empresas y profesionales,20.0,9.0,2.0,2440.0
20.0,9226.0,12000.0,Sueldos del Grupo A1,20.0,9.0,1.0,46580.1
20.0,9226.0,12003.0,Secretaría General Sueldos del Grupo C1,20.0,9.0,1.0,10080.28
20.0,9226.0,12004.0,Sueldos del Grupo C2,20.0,9.0,1.0,8725.08
20.0,9226.0,12006.0,Trienios,20.0,9.0,1.0,15795.22
20.0,9226.0,12100.0,Complemento de destino,20.0,9.0,1.0,50655.51
20.0,9226.0,12101.0,Complemento específico,20.0,9.0,1.0,151042.95
20.0,9226.0,13000.0,Retribuciones básicas,20.0,9.0,1.0,69444.48
20.0,9226.0,13002.0,Otras remuneraciones,20.0,9.0,1.0,3252.78
20.0,9226.0,16000.0,Secretaría General Seguridad Social,20.0,9.0,1.0,75138.02
20.0,9226.0,22000.0,Secretaría General Ordinario no inventariable,20.0,9.0,2.0,750.0
20.0,9226.0,22001.0,"Prensa, revistas, libros y otras publicaciones",20.0,9.0,2.0,2000.0
20.0,9226.0,22603.0,Publicación en Diarios Oficiales,20.0,9.0,2.0,750.0
20.0,9226.0,22706.0,Estudios y trabajos técnicos,20.0,9.0,2.0,1000.0
20.0,9226.0,22799.0,Secretaría General Otros trabajos realizados por otras empresas y profesionales,20.0,9.0,2.0,4000.0
20.0,9227.0,12000.0,Asesoría Jurídica Sueldos del Grupo A1,20.0,9.0,1.0,31053.4
20.0,9227.0,12004.0,Asesoría Jurídica Sueldos del Grupo C2,20.0,9.0,1.0,8389.5
20.0,9227.0,12006.0,Asesoría Jurídica Trienios,20.0,9.0,1.0,6421.8
20.0,9227.0,12100.0,Asesoría Jurídica Complemento de destino,20.0,9.0,1.0,25993.52
20.0,9227.0,12101.0,Asesoría Jurídica Complemento específico,20.0,9.0,1.0,63858.62
20.0,9227.0,13000.0,Asesoría Jurídica Retribuciones básicas,20.0,9.0,1.0,73174.61
20.0,9227.0,13002.0,Asesoría Jurídica Otras remuneraciones,20.0,9.0,1.0,7527.42
20.0,9227.0,13100.0,Asesoría Jurídica Laboral Temporal,20.0,9.0,1.0,25358.24
20.0,9227.0,13102.0,Asesoría Jurídica Otras remuneraciones,20.0,9.0,1.0,3337.41
20.0,9227.0,16000.0,Asesoría Jurídica Seguridad Social,20.0,9.0,1.0,63483.27
20.0,9227.0,22000.0,Asesoría Jurídica Ordinario no inventariable,20.0,9.0,2.0,1000.0
20.0,9227.0,22001.0,"Asesoría Jurídica Prensa, revistas, libros y otras publicaciones",20.0,9.0,2.0,18000.0
20.0,9227.0,22604.0,"Asesoría Jurídica Jurídicos, contenciosos",20.0,9.0,2.0,130000.0
20.0,9229.0,13000.0,Modernización y Calidad Retribuciones básicas,20.0,9.0,1.0,100308.01
20.0,9229.0,13002.0,Modernización y Calidad Otras remuneraciones,20.0,9.0,1.0,28027.32
20.0,9229.0,16000.0,Modernización y Calidad Seguridad Social,20.0,9.0,1.0,32657.23
20.0,9229.0,22000.0,Modernización y Calidad Ordinario no inventariable,20.0,9.0,2.0,200.0
20.0,9229.0,22001.0,"Modernización y Calidad Prensa, revistas, libros y otras publicaciones",20.0,9.0,2.0,300.0
20.0,9229.0,22002.0,"Modernización y Calidad Material, informático no inventariable",20.0,9.0,2.0,100.0
20.0,9229.0,22606.0,"Modernización y Calidad Reuniones, conferencias y cursos",20.0,9.0,2.0,3000.0
20.0,9229.0,22706.0,Modernización y Calidad Estudios y trabajos técnicos,20.0,9.0,2.0,105500.0
20.0,9229.0,22799.0,Modernización y Calidad Otros trabajos realizados por otras empresas y profesionales,20.0,9.0,2.0,20000.0
20.0,9229.0,23010.0,Modernización y Calidad Del personal directivo,20.0,9.0,2.0,150.0
20.0,9229.0,23020.0,Modernización y Calidad Del personal no directivo,20.0,9.0,2.0,300.0
20.0,9229.0,23110.0,Modernización y Calidad Del personal directivo,20.0,9.0,2.0,100.0
20.0,9229.0,23120.0,Modernización y Calidad Del personal no directivo,20.0,9.0,2.0,200.0
20.0,9231.0,12000.0,Registro y Estadistica Sueldos del Grupo A1,20.0,9.0,1.0,15526.7
20.0,9231.0,12003.0,Registro y Estadistica Sueldos del Grupo C1,20.0,9.0,1.0,10483.49
20.0,9231.0,12004.0,Registro y Estadistica Sueldos del Grupo C2,20.0,9.0,1.0,9060.66
20.0,9231.0,12006.0,Registro y Estadistica Trienios,20.0,9.0,1.0,5541.9
20.0,9231.0,12100.0,Registro y Estadistica Complemento de destino,20.0,9.0,1.0,18520.78
20.0,9231.0,12101.0,Registro y Estadistica Complemento específico,20.0,9.0,1.0,37764.2
20.0,9231.0,13000.0,Registro y Estadistica Retribuciones básicas,20.0,9.0,1.0,143483.38
20.0,9231.0,13001.0,Gestión del Padrón Municipal de Habitantes.Horas extraordinarias,20.0,9.0,1.0,
20.0,9231.0,13002.0,Registro y Estadistica Otras remuneraciones,20.0,9.0,1.0,9771.38
20.0,9231.0,16000.0,Registro y Estadistica Seguridad Social,20.0,9.0,1.0,74254.46
20.0,9231.0,21300.0,"Registro y Estadistica Maquinaria, instalaciones técnicas y utillaje",20.0,9.0,2.0,500.0
20.0,9231.0,22000.0,Registro y Estadistica Ordinario no inventariable,20.0,9.0,2.0,8500.0
20.0,9231.0,22002.0,"Registro y Estadistica Material, informático no inventariable",20.0,9.0,2.0,500.0
20.0,9231.0,22602.0,Registro y Estadistica Publicidad y propaganda,20.0,9.0,2.0,500.0
20.0,9231.0,22603.0,Registro y Estadistica Publicación en Diarios Oficiales,20.0,9.0,2.0,25000.0
20.0,9231.0,22705.0,Registro y Estadistica Procesos electorales,20.0,9.0,2.0,144000.0
20.0,9313.0,12000.0,Contratación Sueldos del Grupo A1,20.0,9.0,1.0,46580.1
20.0,9313.0,12006.0,Contratación Trienios,20.0,9.0,1.0,6767.18
20.0,9313.0,12100.0,Contratación Complemento de destino,20.0,9.0,1.0,27975.36
20.0,9313.0,12101.0,Contratación Complemento específico,20.0,9.0,1.0,68848.92
20.0,9313.0,13000.0,Contratación Retribuciones básicas,20.0,9.0,1.0,75239.36
20.0,9313.0,13002.0,Contratación Otras remuneraciones,20.0,9.0,1.0,3347.5
20.0,9313.0,16000.0,Contratación Seguridad Social,20.0,9.0,1.0,59329.6
20.0,9313.0,22000.0,Contratación Ordinario no inventariable,20.0,9.0,2.0,100.0
20.0,9313.0,22001.0,"Contratación Prensa, revistas, libros y otras publicaciones",20.0,9.0,2.0,800.0
20.0,9313.0,22603.0,Contratación Publicación en Diarios Oficiales,20.0,9.0,2.0,65000.0
21.0,3201.0,11000.0,Servicios Generales de Educación Retribuciones básicas,21.0,3.0,1.0,15526.7
21.0,3201.0,11001.0,Servicios Generales de Educación Retribuciones complementarias,21.0,3.0,1.0,38009.3
21.0,3201.0,12006.0,Servicios Generales de Educación.Trienios,21.0,3.0,1.0,
21.0,3201.0,13000.0,Retribuciones básicas,21.0,3.0,1.0,28025.9
21.0,3201.0,13002.0,Otras remuneraciones,21.0,3.0,1.0,1178.98
21.0,3201.0,16000.0,Servicios Generales de Educación Seguridad Social,21.0,3.0,1.0,10645.79
21.0,3201.0,20400.0,Arrendamientos de material de transporte,21.0,3.0,2.0,1000.0
21.0,3201.0,21300.0,"Maquinaria, instalaciones técnicas y utillaje",21.0,3.0,2.0,2708.26
21.0,3201.0,21500.0,Mobiliario,21.0,3.0,2.0,69.32
21.0,3201.0,22000.0,Ordinario no inventariable,21.0,3.0,2.0,1971.15
21.0,3201.0,22001.0,"Prensa, revistas, libros y otras publicaciones",21.0,3.0,2.0,791.78
21.0,3201.0,22002.0,"Material, informático no inventariable",21.0,3.0,2.0,45.89
21.0,3201.0,22601.0,Atenciones protocolarias y representativas,21.0,3.0,2.0,8725.77
21.0,3201.0,22602.0,Publicidad y propaganda,21.0,3.0,2.0,2000.0
21.0,3201.0,22603.0,Publicación en Diarios Oficiales,21.0,3.0,2.0,119.11
21.0,3201.0,22605.0,Servicios Generales de Educación Gastos de comunidad de propietarios,21.0,3.0,2.0,5000.0
21.0,3201.0,22606.0,"Reuniones, conferencias y cursos",21.0,3.0,2.0,506.7
