#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2012,,49000,Del Fondo Social Europeo,,,,7164.0
2012,,52000,Intereses de depósitos,110000.0,,110000.0,347653.58
2012,,53411,Del Consorcio Urbanístico Móstoles Tecnológico,3000000.0,3500000.0,6500000.0,
2012,,53701,De empresas privadas - Canal Isabel II,,,,437525.32
2012,,54100,Producto de arrendamiento de fincas urbanas,1100.0,,1100.0,
2012,,55000,Concesiones administrativas con contraprestación periódica,495000.0,,495000.0,423261.51
2012,,55100,Concesiones administrativas con contraprestación no periódica,1100.0,,1100.0,432.3
2012,,55200,Derecho de superficie con contraprestación periódica,350000.0,,350000.0,
2012,,60000,Venta de Solares,3186170.0,,3186170.0,
2012,,60301,Enajenación del suelo procedente de aprovechamientos en desarrollo,6800490.0,,6800490.0,
2012,,61900,Enajenación de otras inversiones reales,1920325.0,,1920325.0,60454.27
2012,,72001,Fondo Estatal para el Empleo y la Sostenibilidad Local,,,,
2012,,75030,Transferencias capital convenio Comunidad Autónoma en materia de Educación,233000.0,,233000.0,
2012,,75060,Otras transferencias convenios suscritos con la Comunidad Autónoma,,,,560319.58
2012,,75081,"Vicepresidencia, Consejería de Cultura y Deporte y Portavocía del Gobierno",,9531.84,9531.84,
2012,,75100,SEIS Municipal. Subvención UNESPA,490000.0,1005260.0,1495260.0,522734.0
2012,,75300,Consorcio Móstoles Tecnológico. Palacio de Congresos,3000000.0,3500000.0,6500000.0,
2012,,77001,Obra Social Caja Madrid - Vehículo socio-sanitario,,34999.98,34999.98,
2012,,78000,Aportaciones de particulares. Obras de Urbanización Pinares Llanos,620570.0,,620570.0,620570.0
2012,,78001,Aportaciones de particulares.- Obras de urbanización Polígono Expansión,1250000.0,,1250000.0,
2012,,79200,Subvenciones del Exterior. Fondos Europeos,,,,2847898.34
2012,,83000,Reintegros de préstamos de fuera del sector público,12180000.0,124089.46,12304089.46,149179.0
2012,,87010,Para gastos con financiación afectada,,10714891.42,10714891.42,
2012,,91300,Préstamos recibidos a largo plazo de entes de fuera del sector público,,162203.95,162203.95,39632559.71
2012,,94100,Depósitos y fianzas recibidos,90000.0,,90000.0,240332.85
