#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2011,,38902,Obras o Instalaciones a cargo de particulares,30000.0,,30000.0,
2011,,38903,Reintegro por Transporte Tercera Edad,3000.0,,3000.0,434.0
2011,,39100,Multas por infracciones urbanísticas,250000.0,,250000.0,
2011,,39110,Multas por infracciones tributarias y análogas,1978000.0,,1978000.0,1452898.42
2011,,39120,Multas por infracciones de la Ordenanza de circulación,3650000.0,,3650000.0,2325357.94
2011,,39190,Otras multas y sanciones,450000.0,,450000.0,661589.53
2011,,39211,Recargo de apremio,600000.0,,600000.0,1092856.74
2011,,39300,Intereses de demora,700000.0,,700000.0,1226206.38
2011,,39610,Cuotas de urbanización,100000.0,,100000.0,
2011,,39700,Canon por aprovechamientos urbanísticos,1570000.0,,1570000.0,73449.33
2011,,39900,Otros ingresos varios,205000.0,,205000.0,283434.69
2011,,39901,Recursos eventuales,1000.0,,1000.0,
2011,,39902,Recogida selectiva de Residuos Sólidos Envases,650000.0,,650000.0,354119.0
2011,,39903,Recogida Selectiva Papel y Cartón,150000.0,,150000.0,67718.08
2011,,39904,Publicidad recogida selectiva,10000.0,,10000.0,
2011,,39905,Energía solar fotovoltaica,21000.0,,21000.0,424.1
2011,,42010,Fondo Complementario de Financiación,38318130.0,,38318130.0,39112641.72
2011,,42090,Otras transferencias corrientes de la Administración General del Estado,27989.0,80391.24,108380.24,83099.41
2011,,42091,Programa tratamiento de la drogodependencia,27989.0,,27989.0,34730.0
2011,,42190,De otros Organismos Autónomos y Agencias,48000.0,,48000.0,48733.77
2011,,45002,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Servicios Sociales y Políticas de Igualdad,5977523.0,,5977523.0,5699813.12
2011,,45030,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Educación,3234000.0,,3234000.0,2596230.72
2011,,45050,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Empelo y Desarrollo local,,973525.93,973525.93,973526.76
2011,,45051,Casas de Oficios,,640962.84,640962.84,640962.84
2011,,45052,Talleres de empleo,,1526585.04,1526585.04,1526588.88
2011,,45060,Otras transferencias corrientes convenios con la Comunidad Autónoma,1123974.0,,1123974.0,1047852.05
2011,,45081,Otras subvenciones corrientes de la Comunidad Autónoma: BESCAM,7583331.0,,7583331.0,7659192.19
2011,,45102,Consorcio Regional de Transporte - Plan Mobilidad Urbana,,,,66000.0
2011,,47000,De Empresas privadas,,,,2300.0
2011,,48000,Otras transferencias corrientes de particulares,400000.0,,400000.0,
2011,,49000,Del Fondo Social Europeo,,,,8280.0
2011,,52000,Intereses de depósitos,250000.0,,250000.0,68703.63
2011,,53411,Del Consorcio Urbanístico Móstoles Tecnológico,3500000.0,,3500000.0,
2011,,54100,Producto de arrendamiento de fincas urbanas,1000.0,,1000.0,
2011,,55000,Concesiones administrativas con contraprestación periódica,375153.0,,375153.0,636630.83
2011,,55100,Concesiones administrativas con contraprestación no periódica,3127935.0,,3127935.0,3545310.5
2011,,55200,Derecho de superficie con contraprestación periódica,709016.0,,709016.0,
2011,,60000,Venta de Solares,4915000.0,,4915000.0,
2011,,60301,Enajenación del suelo procedente de aprovechamientos en desarrollo,9754016.0,,9754016.0,
2011,,61900,Enajenación de otras inversiones reales,5617160.0,,5617160.0,1308705.21
2011,,72001,Fondo Estatal para el Empleo y la Sostenibilidad Local,,9901864.04,9901864.04,224985.8
2011,,75030,Transferencias capital convenio Comunidad Autónoma en materia de Educación,233000.0,,233000.0,210322.89
2011,,75100,SEIS Municipal. Subvención UNESPA,450000.0,639000.0,1089000.0,950980.31
2011,,75300,Consorcio Móstoles Tecnológico. Palacio de Congresos,3500000.0,,3500000.0,
2011,,77001,Obra Social Caja Madrid - Vehículo socio-sanitario,35000.0,34999.98,69999.98,
2011,,78000,Aportaciones de particulares. Obras de Urbanización Pinares Llanos,620570.0,,620570.0,
2011,,78001,Aportaciones de particulares.- Obras de urbanización Polígono Expansión,1250000.0,,1250000.0,
2011,,78002,Aportacion particulares obras urbanizacion Parque Guadarrama,,,,
2011,,79200,Subvenciones del Exterior. Fondos Europeos,,490667.98,490667.98,2974277.25
2011,,83000,Reintegros de préstamos de fuera del sector público,180304.0,,180304.0,209542.64
2011,,87010,Para gastos con financiación afectada,,9980817.7,9980817.7,
2011,,91300,Préstamos recibidos a largo plazo de entes de fuera del sector público,,1226734.59,1226734.59,9979004.23
2011,,94100,Depósitos y fianzas recibidos,,,,112559.51
